offer	happiness	duration	onset
10	1	0.0788102878647479	1.8162048330139
10	1	0.603287132487483	1.10435005343167
10	0	3.12543630482225	0.0658797854997533
10	0	3.02076608629106	0.107725852871112
10	0	3.03944951299334	1.6101264571178
10	0	2.86801437142512	0.902749709406896
10	0	3.1807651749572	0.765292459119917
10	0	2.7875145869815	1.57928740737938
10	0	2.8009039872917	0.728573738999588
10	0	3.181334392782	1.06469986999782
10	0	3.4216361192454	1.42331341196253
10	0	2.90340145762569	1.74295303599169
10	0	2.87373039658688	0.657379223344458
10	0	3.10201847365631	1.30023605079555
10	0	3.26808903546535	1.94967229600552
10	0	3.24199572278695	0.151934722588271
10	0	3.06753638318817	1.17403833416554
10	0	2.8413983661028	0.82777299554672
10	0	3.15744079508209	0.618272852932534
10	0	2.9801915615121	0.52766808305359
20	1	0.180465657702274	1.51753253016041
20	1	0.35385172467969	1.9904319622595
20	1	0.345148583941647	0.373142888282738
20	1	0.633825261461121	1.56229053706953
20	1	0.620746763223303	0.391595962053464
20	1	0.527118770870096	1.98471794635985
20	1	0.414928818583096	1.60452313952858
20	1	0.268537895027051	0.848453419806612
20	0	2.00133042244871	1.45772773610275
20	0	2.2847873727377	0.996707165047103
20	0	2.10684031188548	1.61798053439809
20	0	2.04525803732754	0.713017866962092
20	0	2.16436993467708	0.146486868979615
20	0	2.1460614014814	1.1819829105497
20	0	1.59588717613009	1.82037566145628
20	0	2.00469358801524	0.387531872333221
20	0	1.89350981042595	0.864735583068795
20	0	1.4914931837089	1.49831945813602
20	0	1.6678618620409	0.078368973295166
20	0	1.92002859528471	1.89264997961097
30	1	1.16959973984959	1.52734664732752
30	1	0.921855070134008	1.11764110101912
30	1	1.09481094140909	0.367685888931549
30	1	0.436775441278912	0.995897630037894
30	1	0.707912325839196	1.0356912004681
30	1	1.30049140542256	1.9884860212881
30	1	0.834815352213391	1.70970336618135
30	1	1.0818897600111	1.92480787942394
30	0	1.37703176978639	1.35788201795407
30	0	0.777772760534697	0.807002777608721
30	0	0.760178842374101	1.8699581723561
30	0	0.87682017393632	0.958969091264963
30	0	1.11026414479365	0.463583223326234
30	0	0.948808937924093	0.792580497019551
30	0	0.755548267818554	1.41015495022558
30	0	0.606763353135404	1.1171180691211
30	0	0.907434608620469	1.51326140178874
30	0	0.94471363344607	1.99096211711052
30	0	0.866196794465769	1.92486280873327
30	0	0.934506956736144	1.07013421051231
40	1	2.13161876214889	1.92774025994343
40	1	2.0662046479409	0.231251758362518
40	1	1.90160052735515	0.102896586460411
40	1	1.45592249041594	0.608697891273147
40	1	1.7010863919936	1.16038366628542
40	1	2.09133209810796	1.06192890467656
40	1	2.60311076429266	1.80241618530629
40	1	2.18506180514485	1.08110085034049
40	1	2.07743659715184	0.863961221713365
40	1	1.86450320422167	1.08533397487268
40	1	2.03057079603462	1.42482961157904
40	1	2.24056983319252	0.033349425880465
40	1	1.93650628916918	1.6018417641157
40	1	2.47293899731591	0.285018649847581
40	0	0.194936465693091	0.956948945805726
40	0	0.405940714002832	0.513670708359267
40	0	0.513107287194306	0.738183377649721
40	0	0.0115165748478674	1.32352982673083
40	0	0.64135514279005	0.339217626908629
40	0	0.519448615600069	0.557568040878037
50	1	3.24374701376724	0.396443589027678
50	1	3.07242974605463	0.390143066568522
50	1	3.29135206277304	0.653679296699951
50	1	2.77282359592028	1.7606757207584
50	1	3.06014375930736	0.942203730031497
50	1	2.83648841620209	0.807938744341882
50	1	3.31873863457668	0.358462952846893
50	1	2.86220234726601	1.93784999229458
50	1	2.97814778292955	0.81491147560524
50	1	2.91304492043506	1.6889747929669
50	1	3.2484906335389	1.2306501942617
50	1	3.10710904325595	0.753222156065474
50	1	2.74895367995951	1.75436349867419
50	1	2.84182803083423	1.56970485456605
50	1	2.73857250219377	0.929908566629069
50	1	3.12642675236469	1.62795385364187
50	1	3.08298843034919	1.79688827436024
50	1	2.59114686932797	0.858477086229655
50	0	0.023289948670953	0.668658839244439
50	0	0.489900319739375	1.19329420889049
